ts_id,dpsi_val,dcpa_val,conflict_dcpa,conflict_tin,conflict_tin_defined,conflict_tout,is_conflict
250529_140943_f197d207,0,0,100.0,45.879999999999995,45.879999999999995,100.0,45.879999999999995
250529_140955_59be6548,0,5,99.98,47.010000000000005,47.01940388077615,99.98,47.010000000000005
250529_141007_f9ed6fd2,0,10,99.87,45.87,45.929708621207574,99.87,45.87
250529_141019_a46a8ac8,0,15,99.66000000000001,46.17,46.32751354605659,99.66000000000001,46.17
250529_141031_a32c82c4,0,20,99.02,45.76,46.21288628559887,99.02,45.76
250529_141048_fab9eead,0,25,97.82,46.88,47.92475976282969,97.82,46.88
250529_141100_1dd5448a,0,30,95.07,45.519999999999996,47.88050909855895,95.07,45.519999999999996
250529_141112_c22a1e2f,0,35,89.58,46.01,51.361911140879656,89.58,46.01
250529_141122_b149aeb6,0,40,81.05,45.94,56.68106107341148,81.05,45.94
250529_141133_fded9e2e,0,45,68.0,45.48,66.88235294117646,68.0,45.48
250529_141143_8f0258b1,10,0,100.0,45.989999999999995,45.989999999999995,100.0,45.989999999999995
250529_141156_0405a6bb,10,5,99.96000000000001,46.33,46.348539415766304,99.96000000000001,46.33
250529_141207_447758fc,10,10,99.92999999999999,46.23,46.262383668568,99.92999999999999,46.23
250529_141221_c8fde88f,10,15,99.86,45.87,45.934308031243745,99.86,45.87
250529_141231_3406ff16,10,20,99.42999999999999,46.160000000000004,46.42462033591471,99.42999999999999,46.160000000000004
250529_141244_d1e4a0ad,10,25,98.3,46.75,47.558494404883014,98.3,46.75
250529_141257_e6235538,10,30,95.73,46.77,48.85615794421811,95.73,46.77
250529_141308_996c17fd,10,35,90.59,46.63,51.47367259079368,90.59,46.63
250529_141321_a03fcafd,10,40,81.56,46.61,57.14811181951938,81.56,46.61
250529_141336_3b042029,10,45,68.41000000000001,46.160000000000004,67.47551527554451,68.41000000000001,46.160000000000004
250529_141349_9e043a47,20,0,100.0,46.96,46.96,100.0,46.96
250529_141358_d4658e6a,20,5,100.0,46.21,46.21,100.0,46.21
250529_141410_cbc8e21f,20,10,99.98,45.94,45.949189837967594,99.98,45.94
250529_141421_dc203999,20,15,99.91,46.98,47.02232008807927,99.91,46.98
250529_141434_5531965b,20,20,99.6,46.57,46.7570281124498,99.6,46.57
250529_141444_64e71ff7,20,25,98.54,46.25,46.93525471889588,98.54,46.25
250529_141453_9b732875,20,30,96.05,46.29,48.193649141072356,96.05,46.29
250529_141503_de510215,20,35,91.07,45.83,50.3239266498298,91.07,45.83
250529_141513_51347659,20,40,82.69,46.949999999999996,56.77832869754504,82.69,46.949999999999996
250529_141526_cd93d39b,20,45,68.22,45.33,66.44678979771328,68.22,45.33
250529_141536_f8eb0cc0,30,0,100.0,46.11,46.11,100.0,46.11
250529_141547_97892a0d,30,5,100.0,46.98,46.98,100.0,46.98
250529_141558_561e333f,30,10,99.98,46.410000000000004,46.41928385677135,99.98,46.410000000000004
250529_141608_30e8f908,30,15,99.92999999999999,45.98,46.01220854598218,99.92999999999999,45.98
250529_141618_0abfcba1,30,20,99.66000000000001,46.17,46.32751354605659,99.66000000000001,46.17
250529_141628_0ca160c9,30,25,99.11,47.199999999999996,47.623852285339524,99.11,47.199999999999996
250529_141640_84cb2d46,30,30,96.59,44.97,46.55761465990268,96.59,44.97
250529_141650_12e0e926,30,35,91.45,45.629999999999995,49.896118097320944,91.45,45.629999999999995
250529_141703_3f415dda,30,40,83.3,45.7,54.86194477791116,83.3,45.7
250529_141717_f463c0dd,30,45,68.43,46.06,67.30965950606459,68.43,46.06
250529_141727_41f2e18f,40,0,99.99,46.03,46.034603460346034,99.99,46.03
250529_141737_bb3ce5c6,40,5,100.0,45.5,45.5,100.0,45.5
