ts_id,dpsi_val,dcpa_val,conflict_dcpa,conflict_tin,conflict_tin_defined,conflict_tout,is_conflict
250603_154345_1317feb7,0,0,100.0,50.24999999999999,50.24999999999999,100.0,50.24999999999999
250603_154426_6d38fac9,0,5,100.0,49.596000000000004,49.596000000000004,100.0,49.596000000000004
250603_154506_733b6287,0,10,100.0,49.976,49.976,100.0,49.976
250603_154546_4edf11f2,0,15,100.0,49.502,49.502,100.0,49.502
250603_154636_ee1f4e63,0,20,100.0,49.614000000000004,49.614000000000004,100.0,49.614000000000004
250603_154721_a9e0d6df,0,25,100.0,49.706,49.706,100.0,49.706
250603_154802_c41ea591,0,30,100.0,49.681999999999995,49.681999999999995,100.0,49.681999999999995
250603_154843_4fbf96f3,0,35,100.0,49.608000000000004,49.608000000000004,100.0,49.608000000000004
250603_154924_538b9a69,0,40,100.0,49.248,49.248,100.0,49.248
250603_155004_18a3f97e,0,45,99.98599999999999,49.586000000000006,49.592943012021685,99.98599999999999,49.586000000000006
250603_155045_48157d40,10,0,100.0,49.64,49.64,100.0,49.64
250603_155126_c173f9cd,10,5,100.0,49.742,49.742,100.0,49.742
250603_155206_ad5bb1d3,10,10,100.0,49.186,49.186,100.0,49.186
250603_155247_2835cffd,10,15,100.0,49.354,49.354,100.0,49.354
250603_155328_3abbd3be,10,20,100.0,49.224000000000004,49.224000000000004,100.0,49.224000000000004
250603_155409_24a3bc28,10,25,100.0,49.444,49.444,100.0,49.444
250603_155450_9f6ba9b6,10,30,100.0,49.918,49.918,100.0,49.918
250603_155531_05f0e081,10,35,100.0,49.408,49.408,100.0,49.408
250603_155612_299d3ca7,10,40,100.0,49.518,49.518,100.0,49.518
250603_155653_1af84b4e,10,45,99.994,49.942,49.94499669980198,99.994,49.942
250603_155733_e1991a5c,20,0,100.0,49.62,49.62,100.0,49.62
250603_155814_5a5ed870,20,5,100.0,49.632,49.632,100.0,49.632
250603_155854_bc5527ff,20,10,100.0,49.824,49.824,100.0,49.824
250603_155935_0d8d4fbb,20,15,100.0,49.386,49.386,100.0,49.386
250603_160015_9e7b1bff,20,20,100.0,49.64,49.64,100.0,49.64
250603_160058_bb527d74,20,25,100.0,49.704,49.704,100.0,49.704
250603_160139_6d19f752,20,30,100.0,49.53,49.53,100.0,49.53
250603_160220_3b282913,20,35,100.0,49.626,49.626,100.0,49.626
250603_160303_790ab76c,20,40,100.0,49.54,49.54,100.0,49.54
250603_160344_7dfd1e1d,20,45,99.998,49.772,49.7729954599092,99.998,49.772
250603_160425_9a34bc9c,30,0,100.0,49.778,49.778,100.0,49.778
250603_160506_b3e7a200,30,5,100.0,49.772,49.772,100.0,49.772
250603_160547_decc4e3a,30,10,100.0,49.712,49.712,100.0,49.712
250603_160629_45c50c1e,30,15,100.0,49.406,49.406,100.0,49.406
250603_160710_c2f36794,30,20,100.0,49.844,49.844,100.0,49.844
250603_160751_cd301223,30,25,100.0,49.864000000000004,49.864000000000004,100.0,49.864000000000004
250603_160832_9d728e03,30,30,100.0,49.686,49.686,100.0,49.686
250603_160913_57172bca,30,35,100.0,49.53,49.53,100.0,49.53
250603_160954_eaead028,30,40,100.0,50.048,50.048,100.0,50.048
250603_161035_306325b9,30,45,100.0,49.522,49.522,100.0,49.522
250603_161116_df81cebc,40,0,100.0,49.796,49.796,100.0,49.796
250603_161156_0d8504c6,40,5,100.0,49.234,49.234,100.0,49.234
