ts_id,dpsi_val,dcpa_val,conflict_dcpa,conflict_tin,conflict_tin_defined,conflict_tout,is_conflict
250430_142313_66a6bc2d,0,0,99.99,13.88,13.881388138813882,99.99,13.88
250430_142318_f35c1554,0,5,99.99,41.52,41.524152415241524,99.99,41.52
250430_142323_733732f0,0,10,99.89,49.2,49.25417959755731,99.89,49.2
250430_142328_b3c6350d,0,15,99.6,50.019999999999996,50.220883534136554,99.6,50.019999999999996
250430_142333_e768a32b,0,20,98.86,50.690000000000005,51.27452963787174,98.86,50.690000000000005
250430_142339_b9d9bf3a,0,25,97.54,49.4,50.64588886610621,97.54,49.4
250430_142344_6c1ca5b0,0,30,94.27,49.49,52.498143629998935,94.27,49.49
250430_142349_a78ec675,0,35,89.63,50.44,56.27580051322102,89.63,50.44
250430_142354_4c4a58fa,0,40,80.58,50.17,62.26110697443534,80.58,50.17
250430_142359_fc1d636f,0,45,68.64,50.07,72.9458041958042,68.64,50.07
250430_142404_da8d04c6,10,0,99.99,49.65,49.65496549654965,99.99,49.65
250430_142409_888ef598,10,5,99.96000000000001,49.84,49.85994397759104,99.96000000000001,49.84
250430_142414_30e9377a,10,10,99.8,49.62,49.719438877755515,99.8,49.62
250430_142420_995c85a0,10,15,99.53999999999999,50.029999999999994,50.26120152702431,99.53999999999999,50.029999999999994
250430_142425_6bbbd7ae,10,20,99.25,50.01,50.38790931989925,99.25,50.01
250430_142430_1dd18d19,10,25,97.92999999999999,50.449999999999996,51.516389257633,97.92999999999999,50.449999999999996
250430_142435_a812c011,10,30,95.56,49.51,51.8103809125157,95.56,49.51
250430_142441_2f1ffb77,10,35,91.4,49.76,54.44201312910284,91.4,49.76
250430_142446_8b476fb8,10,40,84.34,49.730000000000004,58.96371828313968,84.34,49.730000000000004
250430_142451_c2a51196,10,45,71.8,50.43,70.23676880222841,71.8,50.43
250430_142456_518a6c6f,20,0,100.0,50.12,50.12,100.0,50.12
250430_142502_d8cb2e95,20,5,100.0,49.919999999999995,49.919999999999995,100.0,49.919999999999995
